creationTime,user,referenceName,content
2018-11-25 09:30:55,j***颖,美的（Midea）14升水气双调恒温 防漏气燃气热水器 天然气 主动安防随温感调温 三档变升JSQ27-G4,特意使用几天来评价，外观美水热的速度快而且是恒温哦，以前家里是电热水器，由于头发长经常是洗完头热水就没有了，选择燃气热水器明智啊，安装师傅也特别负责，家里家电几乎都是美的好看耐用支持国货首选京东
2018-11-19 22:21:15,自由的鱼,美的（Midea）14升水气双调恒温 防漏气燃气热水器 天然气 主动安防随温感调温 三档变升JSQ27-G4,热水器很漂亮，送货头一天还打电话来确定什么时候送货，安装师傅人很好，技术娴熟，而且真正的是*元安装。然后美的还专门电话回访安的怎么样，师傅态度好不好，收费没有，感觉很贴心。
2018-11-25 15:22:06,z***n,美的（Midea）14升水气双调恒温 防漏气燃气热水器 天然气 主动安防随温感调温 三档变升JSQ27-G4,京东物流第二天就到了，因为没在家，现在才评论，预级2天后就来安装了，服务很好，3C电器类，还是首选京东，选京东一定选自营店。期待家里通气后的便用效果。
2018-11-25 16:26:29,c***0,美的（Midea）14升水气双调恒温 防漏气燃气热水器 天然气 主动安防随温感调温 三档变升JSQ27-G4,双十一前下单的，美的送货有特地打电话过来询问可以送货的时间，安装师傅也是提前预约安装时间，整体服务都不错?用了一些时候过来评价，挺不错的
2018-11-21 16:39:03,j***c,美的（Midea）14升水气双调恒温 防漏气燃气热水器 天然气 主动安防随温感调温 三档变升JSQ27-G4,"刚刚安装完毕就迫不及待的分享，机子小巧美观，质量待使用后追评。
师傅安装技术专业，态度非常好，好评！"
2018-11-25 17:57:07,皖***庄,美的（Midea）14升水气双调恒温 防漏气燃气热水器 天然气 主动安防随温感调温 三档变升JSQ27-G4,"物流速度很快，安装过程中接水管口时有渗露，第2天师傅也重接了。
流卫生间有点长，要放一2分钟冷水"
2018-11-20 09:27:57,苗苗杨杨,美的（Midea）14升水气双调恒温 防漏气燃气热水器 天然气 主动安防随温感调温 三档变升JSQ27-G4,做完瓷砖美缝后安装的，师傅40分钟利索搞定，信赖美的，使用感受后加。
2018-11-20 15:25:35,一***六,美的（Midea）14升水气双调恒温 防漏气燃气热水器 天然气 主动安防随温感调温 三档变升JSQ27-G4,穿工装带鞋套有工作牌帮忙打扫卫生，赞
2018-11-22 14:53:07,浮***末,美的（Midea）双2100W速热 无线遥控 一级能效多倍增容 防电墙电热水器80升 F8021-A2（HEY）,"美的三佰优橞卷：质量好（  djd.red/2m ）复/.置/输入括呺/内@内蓉，/到.，流览嚣打开#领/曲。非常好外观漂亮，做工精致，可以远程控制，非常方便，保温性能满意，希望耐用。美的的安装服务不错，加装的管和接头收费*元，不贵。使用过程中经常有哒哒响，应该是继电器的声音吧。外观大气上档次,颜色玫瑰金色,非常好看,很高大上档次,液晶屏数字很大,方便观察,按钮简洁大方。功率够用容量够用,单位安装,多人洗热水丝毫不耽误,用水自动断电,能听见空开断电的声音,让人很踏实。总体来说挺满意。这款美的热水器真的很棒！液晶屏配上金色的装饰显得高档。可以整胆或者半胆加热，加上85%的热水输出率，让一级能效的它，更加节能！还有APP智能遥控软件，功能一目了然，调温.加热一按就搞定，非常方便操作。外观精美，显示屏幕大，烧水速度挺快的，使用起来放心安全！省电，安全，还可以实时预约功能，只需设置洗浴时间，就能使用热水。出水断电很安全，科技感也很足，可以手机APP操作！美的产品质量好，外观漂亮，大小合适，免费安装，感觉自己赚了！！有快递公司，服务态度超棒，约好时间后，售后马上来安装了！满分！"
2018-11-05 09:41:36,j***d,美的（Midea）双2100W速热 无线遥控 一级能效多倍增容 防电墙电热水器80升 F8021-A2（HEY）,选择美的（Midea）60升电热水器 5倍增容90S速热 A+能效 遥控预约 LED触控大屏 F6030-A6(HEY)。首先机器外型高端大气上档次，可以远程遥控，触屏效果很好，操作简便，加热速度快，保温效果不错，该机型有e+增容，变容，预约，水温显示，防电墙，加热倒计时显示，热水剩余量显示等各种实用功能，真心方便，都很喜欢。
2018-11-26 09:17:40,y***6,美的（Midea）双2100W速热 无线遥控 一级能效多倍增容 防电墙电热水器80升 F8021-A2（HEY）,选择美的（Midea）双2100W速热 无线遥控 一级能效多倍增容 防电墙电热水器60升 F6021-A2（HEY）。首先机器外型高端大气上档次，可以远程遥控，触屏效果很好，操作简便，加热速度快，保温效果不错，该机型有e+增容，变容，预约，水温显示，防电墙，加热倒计时显示，热水剩余量显示等各种实用功能，真心方便，都很喜欢。
2018-08-25 16:01:09,男***8,美的（Midea）双2100W速热 无线遥控 一级能效多倍增容 防电墙电热水器80升 F8021-A2（HEY）,"线条流畅、时尚、全自动控制、防电墙产品；
加厚聚氨酯整体发泡保温层，保温节能效果更好;保温；
采用防干烧、防超温、防漏电、防高水压等多重保护装置以及IP&times;4级防水设计，使用寿命长，节能省电；
超长低热负荷发热管，寿命更长、防电墙设计，线条流畅
安装师傅很负责，调试好了。"
2018-11-23 13:58:09,j***m,美的（Midea）双2100W速热 无线遥控 一级能效多倍增容 防电墙电热水器80升 F8021-A2（HEY）,比较熟悉美的的品牌，因为身边用美的的挺多。又特意买的美的（Midea）80升速热增容LED大屏幕数显的F8030-A6（HEY）款。可以远程遥控，触屏效果很好，操作简便，加热速度快，保温效果不错，该机型有A+能效，输出热水更多，变容，预约，水温显示，防电墙，加热倒计时显示，热水剩余量显示等各种实用功能，真心方便。快递也很给力的，头一天下单，第二天完美送到，非常感谢啦！！！！！安装师傅很用心的给安装好了。机器外型高端大气上档次。漂亮！感谢安装师傅！辛苦辛苦！！！！！
2018-10-26 10:49:09,张***3,美的（Midea）双2100W速热 无线遥控 一级能效多倍增容 防电墙电热水器80升 F8021-A2（HEY）,跟家人看了很多款热水器，最终选择美的（ Midea）80升电 热水器5倍增容A＋能效遥控预约. F8030－A6（HEY），首先机器外型高端大气上档次，可以遥控，触屏效果很好，操作简便，加热速度快，保温效果不错，该机型有e＋增容，变容，预约，水温显示，防电墙，加热倒计时显示，热水剩余量显示等各种实用功能，真心方便，我们家人都很喜欢
2018-11-06 08:13:23,j***0,美的（Midea）双2100W速热 无线遥控 一级能效多倍增容 防电墙电热水器80升 F8021-A2（HEY）,热的快，有遥控方便，还可以预约时间，触摸屏很灵敏，安装师傅很专业，京东送货****，我家的家电都在京东买的，服务好，质量有保证！
2018-11-26 12:43:28,j***千,美的（Midea）双2100W速热 无线遥控 一级能效多倍增容 防电墙电热水器80升 F8021-A2（HEY）,A10非常的好看容量也大，外表高端大气，可以远程控制，屏幕很大，操作简单方便，加热速度也快，保温效果非常好！有TECH活水功能！东西到货完整，样子看起来也挺不错，个头挺大，质感也不错，师傅很敬业，穿统一工装，干活也很麻利，很快就装完了，还很耐心的给讲解操作，有任何疑问也很耐心的回答，很满意！
2018-07-09 20:52:48,j***j,美的（Midea）双2100W速热 无线遥控 一级能效多倍增容 防电墙电热水器80升 F8021-A2（HEY）,事情太多，评价有点晚了。当时看了很多款热水器，最终选择美的（Midea）60升电热水器 5倍增容90S速热 A+能效 遥控预约 LED触控大屏 F6030-A6(HEY)。首先机器外型高端大气上档次，可以远程遥控，触屏效果很好，操作简便，加热速度快，保温效果不错，该机型有e+增容，变容，预约，水温显示，防电墙，加热倒计时显示，热水剩余量显示等各种实用功能，真心方便，我们家人都很喜欢
2018-10-30 09:42:39,D***1,美的（Midea）双2100W速热 无线遥控 一级能效多倍增容 防电墙电热水器80升 F8021-A2（HEY）,终于抽出时间评价了，看了好多热水器，最终选择了这款美的（Midea）60升电热水器 5倍增容90S速热 A+能效 遥控预约 LED触控大屏 F6030-A6(HEY)。美的的服务真的没得说，师傅安装非常专业。首先机器外型高端大气上档次，可以远程遥控，触屏效果很好，操作简便，加热速度快，保温效果不错，该机型有e+增容，变容，预约，水温显示，防电墙，加热倒计时显示，热水剩余量显示等各种实用功能，最主要的是，有TECH活水功能！！！真心方便，很满意的一次购物。
2018-06-03 07:51:24,北***雁,美的（Midea）12升宽频精控恒温 侧焰稳燃 智能断电记忆 6年质保 燃气热水器天然气JSQ22-12HWA,东西已经收到了现在坐等安装
2018-05-24 12:25:17,j***8,美的（Midea）12升宽频精控恒温 侧焰稳燃 智能断电记忆 6年质保 燃气热水器天然气JSQ22-12HWA,安装很到位，服务很热情，快递很给力，下次还来买！
2018-11-21 23:57:45,f***e,美的（Midea）12升宽频精控恒温 侧焰稳燃 智能断电记忆 6年质保 燃气热水器天然气JSQ22-12HWA,美的产品真是物美廉价，用起来质量杠杠的，图示清楚，升温迅速，声音也很小。非常满意。
2018-01-04 11:27:22,c***8,美的（Midea）12升宽频精控恒温 侧焰稳燃 智能断电记忆 6年质保 燃气热水器天然气JSQ22-12HWA,可以说是迄今为止最差的一次安装经历了。近半年买了三台美的热水器，安这台是最让人恶心的了。安装师傅要求现场给好评，并将好评拍照留影，还说是公司让这样做的，强制让人给好评让人很不舒服！美的的品牌形象瞬间垮塌！而且是真的不想给他好评，理由如下：1、安装时排烟管的所有接头都没有主动用铝箔胶带或用金属卡条固定，只是将几根管子插在一起就开始装上了，我们质疑他这样是否符合安全规定，如果以后管子连接处松脱开缝，可能导致煤气中毒，他还说没问题，如果给上卡子，安装就会很费力。后来在我们强烈要求下，才给用铝箔胶带缠了一圈。2、装修师傅进门没有准备鞋套，即使我们并不要求必须穿鞋套才能进门，但是鞋套应该是美的公司对安装师傅的上门基本要求吧，这位没有做到。3、开口就是所有非包装箱内自带的零件全都要另收费，感觉怎么安、用多少东西，一切都得听他的来。
2018-11-26 11:55:54,j***f,美的（Midea）12升宽频精控恒温 侧焰稳燃 智能断电记忆 6年质保 燃气热水器天然气JSQ22-12HWA,热水器太好了，热水来的快，洗澡不会有忽冷忽热的情况，热水稳定，热水器太好了，热水来的快，洗澡不会有忽冷忽热的情况，热水稳定，热水器太好了，热水来的快，洗澡不会有忽冷忽热的情况，热水稳定，
2018-11-19 18:39:03,j***k,美的（Midea）12升宽频精控恒温 侧焰稳燃 智能断电记忆 6年质保 燃气热水器天然气JSQ22-12HWA,感觉很好，温度稳定，除了安装贵点，其它都好，京东双十一，真的很给力
2018-11-25 19:25:51,j***q,美的（Midea）12升宽频精控恒温 侧焰稳燃 智能断电记忆 6年质保 燃气热水器天然气JSQ22-12HWA,美的小家电质量很好，家里好几个了。冬天用热水不发愁了。一直信赖京东
2018-06-09 10:54:17,j***r,美的（Midea）12升宽频精控恒温 侧焰稳燃 智能断电记忆 6年质保 燃气热水器天然气JSQ22-12HWA,看了好几个牌子的热水器，反复对比最后还是选择了美的。当然京东的快递那是没得说，快递小哥直接把热水器给送到家里。在货物还没到的时候美的客服就来电话联系安装时间（好像他们比我还着急，哈哈），第二天安装师傅早早就来了，很快就安装完毕。试了一下还不错出热水很快，水流也很大，电机的噪音也没有个别人说的那么大。安装师傅累的满脸都是汗，烟不抽，谁也没喝，一分钱也没收，真让人心里过意不去。总之，很满意的一次购物！
2018-11-22 11:40:42,专***爱,美的（Midea）12升宽频精控恒温 侧焰稳燃 智能断电记忆 6年质保 燃气热水器天然气JSQ22-12HWA,宝贝收到了，还没有安装，不错
2018-11-24 23:44:12,j***n,美的（Midea）12升宽频精控恒温 侧焰稳燃 智能断电记忆 6年质保 燃气热水器天然气JSQ22-12HWA,很好，升温快。温度稳定。
2018-06-18 09:59:51,L***云,美的（Midea）电热水器60升 2100W变频速热 一级能效健康洗预约洗 加长防电墙F6021-Q7 (HE),昨天终于顺利安装完成，颜色很霸气，是我喜欢的金色，美的（Midea）60升电热水器云智能出水断电双重抑菌五倍增容，操作简单，试机后，几分钟就能放得出热水，面板上也能显示水温，很方便很智能，价格公道比实体店便宜好*块钱，物美价廉
2018-09-11 23:10:28,l***z,美的（Midea）电热水器60升 2100W变频速热 一级能效健康洗预约洗 加长防电墙F6021-Q7 (HE),已经到货安装好了，看起来很上档次，摸起来也舒服，金黄色显得高端大气，双3000W，加热会很快，不用担心冬天人多洗的时候要等太久，而且80L大容量，水量很足，还有出水断电功能，特别适合担心用电不安全的情况，安装师傅也挺不错，态度很好，安装过程很满意。
2018-11-22 12:02:29,w***3,美的（Midea） 60升WIFI电热水器漏电断电变频速热APP京东微联F6030-A6S(HE),"安装完成，开机加热速度很快，热水量足可以连续洗澡，外观漂亮，做工精致，防电墙，可以远程控制，非常方便，保温性能也满意。美的的安装服务很好。外观大气上档次,颜色玫瑰金色,非常好看,很高大上档次,液晶屏数字很大,方便观察,按钮简洁大方。功率够用容量够用,单位安装,多人洗热水丝毫不耽误,用水自动断电,能听见空开断电的声音,让人很踏实。总体来说挺满意。这款美的热水器真的很棒！液晶屏配上金色的装饰显得高档。可以整胆或者半胆加热，加上85%的热水输出率，让一级能效的它，更加节能！还有APP智能遥控软件，功能一目了然，调温.加热一按就搞定，非常方便操作。外观精美，显示屏幕大，烧水速度挺快的，使用起来放心安全！省电，安全，还可以实时预约功能，只需设置洗浴时间，就能使用热水。出水断电很安全，可以手机APP操作！美的产品质量好，外观漂亮，大小合适，免费安装，感觉很好！！京东快递，服务态度很好，约好时间后，售后马上来安装了！满分！"
2018-10-24 23:14:32,j***o,美的（Midea） 60升WIFI电热水器漏电断电变频速热APP京东微联F6030-A6S(HE),外观大方，精美，干净，屏幕手感很好，显示屏幕大，省电，安全，可以手机APP操作，很灵敏，出水断电，连用水龙头它都会自动断电，，很方便很智能，用着真的好好
2018-10-26 14:26:53,J***g,美的（Midea） 60升WIFI电热水器漏电断电变频速热APP京东微联F6030-A6S(HE),"加厚聚氨酯整体发泡保温层，保温节能效果更好;保温；采用防干烧、防超温、防漏电、防高水压等多重保护装置以及IP&times;4级防水设计，使用寿命长，节能省电；超长低热负荷发热管，寿命更长、防电墙设计，线条流畅安装师傅很负责，调试好了。

看了很多款热水器，最终选择美的（Midea）60升电热水器 5倍增容90S速热 A+能效 遥控预约 LED触控大屏 F6030-A6(HEY)。首先机器外型高端大气上档次，可以远程遥控，触屏效果很好，操作简便，加热速度快，保温效果不错，该机型有e+增容，变容，预约，水温显示，防电墙，加热倒计时显示，热水剩余量显示等各种实用功能，真心方便，我们家人都很喜欢。"
2018-11-24 13:53:17,l***n,美的（Midea） 60升WIFI电热水器漏电断电变频速热APP京东微联F6030-A6S(HE),首先机器外型高端大气上档次，可以远程遥控，触屏效果很好，操作简便，加热速度快，保温效果不错，该机型有e+增容，变容，预约，水温显示，防电墙，加热倒计时显示，热水剩余量显示等各种实用功能，真心方便，我们家人都很喜欢。加厚聚氨酯整体发泡保温层，保温节能效果更好;保温；采用防干烧、防超温、防漏电、防高水压等多重保护装置以及IP&times;4级防水设计，使用寿命长，节能省电；超长低热负荷发热管，寿命更长、防电墙设计，线条流畅安装师傅很负责，调试好了。
2018-11-13 23:52:41,y***8,美的（Midea） 60升WIFI电热水器漏电断电变频速热APP京东微联F6030-A6S(HE),外观非常精美，显示屏幕大，烧水速度挺快的。使用起来放心，安全、省电，还可以实时预约功能，只要设置洗浴时间，就能使用热水。出水断电很安全，科技感很足。售后服务很好，约好安装时间后，工作人员免费上门安装。
2018-06-11 10:27:43,幸***1,美的（Midea） 60升WIFI电热水器漏电断电变频速热APP京东微联F6030-A6S(HE),亮点推荐优点：这款美的热水器真的很棒！液晶屏配上金色的装饰显得高档。可以整胆或者半胆加热，加上85%的热水输出率，让一级能效的它，更加节能！还有APP智能遥控软件，功能一目了然，调温.加热一按就搞定，非常方便操作。
2018-10-09 21:59:37,j***c,美的（Midea） 60升WIFI电热水器漏电断电变频速热APP京东微联F6030-A6S(HE),"我是美的忠实粉丝，这个热水器主要是省电，安全，还可以实时预约功能，只需设置洗浴时间，就能使用热水。出水断电很安全，科技感也很足，可以手机APP操作,  热水器很快就到货啦，包装很好，美的售后预约半天就给安装好了，用着很hao，外观很漂亮。"
2018-10-15 21:41:55,m***r,美的（Midea） 60升WIFI电热水器漏电断电变频速热APP京东微联F6030-A6S(HE),"时比了很久，最终确定下来买美的，事实证明
先择不错，这款热水器相当智能化，连接家里
路由器后，用手机在任何地方都可以操作热水
器，非常方便，加热速度相当块，关键是防漏
电保护技术，所以用得放心用得安心，全触摸
屏操作，相当灵敏，大家都说买对了。
中"
2018-06-18 09:59:51,L***云,美的（Midea） 60升WIFI电热水器漏电断电变频速热APP京东微联F6030-A6S(HE),昨天终于顺利安装完成，颜色很霸气，是我喜欢的金色，美的（Midea）60升电热水器云智能出水断电双重抑菌五倍增容，操作简单，试机后，几分钟就能放得出热水，面板上也能显示水温，很方便很智能，价格公道比实体店便宜好*块钱，物美价廉
2018-09-11 23:10:28,l***z,美的（Midea） 60升WIFI电热水器漏电断电变频速热APP京东微联F6030-A6S(HE),已经到货安装好了，看起来很上档次，摸起来也舒服，金黄色显得高端大气，双3000W，加热会很快，不用担心冬天人多洗的时候要等太久，而且80L大容量，水量很足，还有出水断电功能，特别适合担心用电不安全的情况，安装师傅也挺不错，态度很好，安装过程很满意。
2018-11-22 14:53:07,浮***末,美的（Midea）2100W速热电热水器50升 无线遥控 预约洗浴 一键保温 加长防电墙F50-15WB5(Y),"美的三佰优橞卷：质量好（  djd.red/2m ）复/.置/输入括呺/内@内蓉，/到.，流览嚣打开#领/曲。非常好外观漂亮，做工精致，可以远程控制，非常方便，保温性能满意，希望耐用。美的的安装服务不错，加装的管和接头收费*元，不贵。使用过程中经常有哒哒响，应该是继电器的声音吧。外观大气上档次,颜色玫瑰金色,非常好看,很高大上档次,液晶屏数字很大,方便观察,按钮简洁大方。功率够用容量够用,单位安装,多人洗热水丝毫不耽误,用水自动断电,能听见空开断电的声音,让人很踏实。总体来说挺满意。这款美的热水器真的很棒！液晶屏配上金色的装饰显得高档。可以整胆或者半胆加热，加上85%的热水输出率，让一级能效的它，更加节能！还有APP智能遥控软件，功能一目了然，调温.加热一按就搞定，非常方便操作。外观精美，显示屏幕大，烧水速度挺快的，使用起来放心安全！省电，安全，还可以实时预约功能，只需设置洗浴时间，就能使用热水。出水断电很安全，科技感也很足，可以手机APP操作！美的产品质量好，外观漂亮，大小合适，免费安装，感觉自己赚了！！有快递公司，服务态度超棒，约好时间后，售后马上来安装了！满分！"
2018-11-05 09:41:36,j***d,美的（Midea）2100W速热电热水器50升 无线遥控 预约洗浴 一键保温 加长防电墙F50-15WB5(Y),选择美的（Midea）60升电热水器 5倍增容90S速热 A+能效 遥控预约 LED触控大屏 F6030-A6(HEY)。首先机器外型高端大气上档次，可以远程遥控，触屏效果很好，操作简便，加热速度快，保温效果不错，该机型有e+增容，变容，预约，水温显示，防电墙，加热倒计时显示，热水剩余量显示等各种实用功能，真心方便，都很喜欢。
2018-11-26 09:17:40,y***6,美的（Midea）2100W速热电热水器50升 无线遥控 预约洗浴 一键保温 加长防电墙F50-15WB5(Y),选择美的（Midea）双2100W速热 无线遥控 一级能效多倍增容 防电墙电热水器60升 F6021-A2（HEY）。首先机器外型高端大气上档次，可以远程遥控，触屏效果很好，操作简便，加热速度快，保温效果不错，该机型有e+增容，变容，预约，水温显示，防电墙，加热倒计时显示，热水剩余量显示等各种实用功能，真心方便，都很喜欢。
2018-08-25 16:01:09,男***8,美的（Midea）2100W速热电热水器50升 无线遥控 预约洗浴 一键保温 加长防电墙F50-15WB5(Y),"线条流畅、时尚、全自动控制、防电墙产品；
加厚聚氨酯整体发泡保温层，保温节能效果更好;保温；
采用防干烧、防超温、防漏电、防高水压等多重保护装置以及IP&times;4级防水设计，使用寿命长，节能省电；
超长低热负荷发热管，寿命更长、防电墙设计，线条流畅
安装师傅很负责，调试好了。"
2018-11-23 13:58:09,j***m,美的（Midea）2100W速热电热水器50升 无线遥控 预约洗浴 一键保温 加长防电墙F50-15WB5(Y),比较熟悉美的的品牌，因为身边用美的的挺多。又特意买的美的（Midea）80升速热增容LED大屏幕数显的F8030-A6（HEY）款。可以远程遥控，触屏效果很好，操作简便，加热速度快，保温效果不错，该机型有A+能效，输出热水更多，变容，预约，水温显示，防电墙，加热倒计时显示，热水剩余量显示等各种实用功能，真心方便。快递也很给力的，头一天下单，第二天完美送到，非常感谢啦！！！！！安装师傅很用心的给安装好了。机器外型高端大气上档次。漂亮！感谢安装师傅！辛苦辛苦！！！！！
2018-10-26 10:49:09,张***3,美的（Midea）2100W速热电热水器50升 无线遥控 预约洗浴 一键保温 加长防电墙F50-15WB5(Y),跟家人看了很多款热水器，最终选择美的（ Midea）80升电 热水器5倍增容A＋能效遥控预约. F8030－A6（HEY），首先机器外型高端大气上档次，可以遥控，触屏效果很好，操作简便，加热速度快，保温效果不错，该机型有e＋增容，变容，预约，水温显示，防电墙，加热倒计时显示，热水剩余量显示等各种实用功能，真心方便，我们家人都很喜欢
2018-11-06 08:13:23,j***0,美的（Midea）2100W速热电热水器50升 无线遥控 预约洗浴 一键保温 加长防电墙F50-15WB5(Y),热的快，有遥控方便，还可以预约时间，触摸屏很灵敏，安装师傅很专业，京东送货****，我家的家电都在京东买的，服务好，质量有保证！
2017-12-02 02:43:13,T***n,美的（Midea） 40升经济适用  8年质保电热水器 F40-15A3（HI）,电热水器40升，机械调温，指针表显示温度。京东很辛苦地从北京运到海南陵水富力湾，2017-11-26下单，11-30送到。外观良好，联系安装，装机迅速，12-01下午安装完毕。因为房间已装好冷热两个角阀，混水阀和花洒喷头，只用连接电热水器冷热水接头到角阀即可，共花了70元安装费。满意的购物。安装用料保修3年。主机保修8年。幸好安装前按商品详细说明换掉原来的卫生间热水器16A/250V电源插座，按照原来的接线（左蓝色零线，右红色火线，上黄绿色接地线）装了10A/250V电源插座。试机通水，加热正常。安装的师傅又讲了使用注意事项。每2年由美的维修服务部上门更换一次&quot;美棒&quot;，防止加热器和储水桶内壁结水垢，影响使用寿命。家里的卫生间插座控制开关正好只控制电热水器的插座，不用时只要关这个开关即可，既安全又方便。加热温度最高为75&deg;C。2个人用，温度调到60&deg;C就够用了。海南岛还能保温48小时以上，真的很省电。
2017-12-06 18:36:36,B***y,美的（Midea） 40升经济适用  8年质保电热水器 F40-15A3（HI）,由于原来的燃气热水器坏了，换一台电热的，体积有点大，可以接受，外型简洁美观，基本不用操作，通电可用。送货的小哥帮我送到六楼，态度很好。安装师傅服务也很好，守时、专业、态度好、收费合理，非常满意。可是刚刚下单过两天就降价了有点不爽。
2018-04-09 08:47:53,n***0,美的（Midea） 40升经济适用  8年质保电热水器 F40-15A3（HI）,我家买了两台，每个卫生间装了一台，美观大方，而且占空间不大，卫生间小的，装上这个也没有很局促的感觉，大赞
2018-04-09 11:00:45,Y***K,美的（Midea） 40升经济适用  8年质保电热水器 F40-15A3（HI）,哈哈美的热水器收到啦，看着蛮好的，就等安装好，就可以用了，方便多了，以前老是用热得快烧水，每天都要烧好久，还不方便，有了热水器挺方便的了，好评，好评，好评，值得拥有值得购买
2018-04-07 22:27:54,卡***迪,美的（Midea） 40升经济适用  8年质保电热水器 F40-15A3（HI）,非常不错，使用起来非常方便，热水器烧水很快，而且没有声音，同时也很节能，我们一家三口使用正好合适
2017-06-29 11:55:11,y***7,美的（Midea） 40升经济适用  8年质保电热水器 F40-15A3（HI）,联系美的客服来装的，材料费收了100块，1米PPR美的专用塑料管，还有8个转接的塑料接头，收费合理，可以接受，热水器加热很快，很好用，送的喷头没装，是塑料管拿着会烫，所以还是用原来的，美的老牌子了，活动价568买的，很划算
2018-04-07 12:47:35,云***踪,美的（Midea） 40升经济适用  8年质保电热水器 F40-15A3（HI）,可以，送货快，安装起来也比较省事，还是信任大的品牌，安全和售后都会有保障一些。出水都比较好，用起来应该是比较省心的。
2017-11-28 13:10:52,j***t,美的（Midea） 40升经济适用  8年质保电热水器 F40-15A3（HI）,半个小时就装完了，师傅很专业，很用心。花了87元材料费。这款热水器小巧玲珑，一个人用绰绰有余。热水器645元，材料费87元，共732元，解决了冬天洗澡的问题，用了两次才来评价的，很好的一款产品，5星好评
2018-05-23 12:29:40,w***a,美的（Midea） 40升经济适用  8年质保电热水器 F40-15A3（HI）,机身不错，可以推荐，控制温度也控制得恰当好，漏电测试过也OK，电热产品关键是安全，总体评价不错！
2018-06-24 10:23:05,Z***3,美的（Midea） 40升经济适用  8年质保电热水器 F40-15A3（HI）,美的一如既往的好，家里电器几乎全是美的，相信美的质量，加热速度快，保温也牛逼，早上煲的水拔了插头晚上水都还很热。
2018-11-26 12:43:28,j***千,美的（Midea）2100W速热电热水器50升 无线遥控 预约洗浴 一键保温 加长防电墙F50-15WB5(Y),A10非常的好看容量也大，外表高端大气，可以远程控制，屏幕很大，操作简单方便，加热速度也快，保温效果非常好！有TECH活水功能！东西到货完整，样子看起来也挺不错，个头挺大，质感也不错，师傅很敬业，穿统一工装，干活也很麻利，很快就装完了，还很耐心的给讲解操作，有任何疑问也很耐心的回答，很满意！
2018-07-09 20:52:48,j***j,美的（Midea）2100W速热电热水器50升 无线遥控 预约洗浴 一键保温 加长防电墙F50-15WB5(Y),事情太多，评价有点晚了。当时看了很多款热水器，最终选择美的（Midea）60升电热水器 5倍增容90S速热 A+能效 遥控预约 LED触控大屏 F6030-A6(HEY)。首先机器外型高端大气上档次，可以远程遥控，触屏效果很好，操作简便，加热速度快，保温效果不错，该机型有e+增容，变容，预约，水温显示，防电墙，加热倒计时显示，热水剩余量显示等各种实用功能，真心方便，我们家人都很喜欢
2018-10-30 09:42:39,D***1,美的（Midea）2100W速热电热水器50升 无线遥控 预约洗浴 一键保温 加长防电墙F50-15WB5(Y),终于抽出时间评价了，看了好多热水器，最终选择了这款美的（Midea）60升电热水器 5倍增容90S速热 A+能效 遥控预约 LED触控大屏 F6030-A6(HEY)。美的的服务真的没得说，师傅安装非常专业。首先机器外型高端大气上档次，可以远程遥控，触屏效果很好，操作简便，加热速度快，保温效果不错，该机型有e+增容，变容，预约，水温显示，防电墙，加热倒计时显示，热水剩余量显示等各种实用功能，最主要的是，有TECH活水功能！！！真心方便，很满意的一次购物。
2018-11-05 11:25:41,j***a,美的（Midea）2100W大功率电热水器50升 节能保温型 加长防电墙 蓝钻内胆8年包修F50-21WA1,"我给家里买的美的热水器，实惠好用，热水快防漏电，容量大，选择美的热水器是一个不错的选择，外观大气上档次,颜色玫瑰金色,非常好看,很高大上
档次,液晶屏数字很大,方便观察,按钮简洁大方。功
率够用容量够用，京东送货给力，安装给力"
2018-04-25 22:10:35,j***f,美的（Midea）2100W大功率电热水器50升 节能保温型 加长防电墙 蓝钻内胆8年包修F50-21WA1,好用，老房子是用的洗手间热水器的热水，热水到厨房要放一会才有，所以新房我直接用的厨宝，很方便，基本开水龙头就有热水，很好，推荐，净水机前置过滤器，热水器都是美的的，必须表扬一下安装工人?，人特别好，技术一流，帮我换了一个水龙头，进屋自带鞋套，赞?
2017-12-30 16:59:55,j***r,美的（Midea）2100W大功率电热水器50升 节能保温型 加长防电墙 蓝钻内胆8年包修F50-21WA1,小厨宝新款，颜色非常喜欢，安装后热水来的非常快，温度也很高，开到最热时出的水会烫手，而且小厨宝的空间占的不是很大，非常节省空间，冬天使用很方便。
2018-11-09 13:10:30,w***1,美的（Midea）2100W大功率电热水器50升 节能保温型 加长防电墙 蓝钻内胆8年包修F50-21WA1,电器只在京东购买，速度一流快，头天晚上下单，第二天就送到，美的售后也很nice，本来约晚一天装的，但由于没在新房住不想跑两趟，没想到和售后一沟通，立马加了一单安装，前脚送后脚安一点没浪费时间。热水器安完效果太好了，玫瑰金色，高端大气上档次，液晶屏数字也很大，操作也很方便。双十一的价格也很便宜，功率够大，容量也够用，就等着搬进新家洗个美美的热水澡了。?
2018-10-01 10:47:00,j***m,美的（Midea）2100W大功率电热水器50升 节能保温型 加长防电墙 蓝钻内胆8年包修F50-21WA1,货已收到十天，快递也很快二天到货，美的品牌直得信赖，己用了十天了，质量不错，很好用，又方便，之前用直通电款式，每次冲凉很担心漏电，现在换了新款，开电二十分钟就热了，可以保温24小时，真好用，又省电，希望能用长长久久。
